ENSG00000228572.7,ENST00000431238.7
ENSG00000235512.1,ENST00000445240.1
ENSG00000132446.7,ENST00000359202.5
ENSG00000198947.18,ENST00000481143.2
ENSG00000198947.18,ENST00000679437.1
ENSG00000198947.18,ENST00000681026.1
ENSG00000198947.18,ENST00000681989.1
ENSG00000198947.18,ENST00000378723.7
ENSG00000198947.18,ENST00000358062.6
ENSG00000198947.18,ENST00000619831.5
ENSG00000198947.18,ENST00000357033.9
ENSG00000198947.18,ENST00000343523.7
ENSG00000198947.18,ENST00000359836.5
ENSG00000198947.18,ENST00000378707.7
ENSG00000198947.18,ENST00000541735.5
ENSG00000198947.18,ENST00000378677.6
ENSG00000198947.18,ENST00000684130.1
ENSG00000198947.18,ENST00000680701.1
ENSG00000198947.18,ENST00000679850.1
ENSG00000198947.18,ENST00000679641.1
ENSG00000198947.18,ENST00000680355.1
ENSG00000198947.18,ENST00000682322.1
ENSG00000198947.18,ENST00000682600.1
ENSG00000198947.18,ENST00000680162.2
ENSG00000198947.18,ENST00000683675.1
ENSG00000198947.18,ENST00000680961.1
ENSG00000198947.18,ENST00000682238.1
ENSG00000198947.18,ENST00000679482.1
ENSG00000198947.18,ENST00000679669.1
ENSG00000198947.18,ENST00000680557.1
ENSG00000198947.18,ENST00000620040.5
ENSG00000198947.18,ENST00000684072.1
ENSG00000198947.18,ENST00000682746.1
ENSG00000198947.18,ENST00000682207.1
ENSG00000198947.18,ENST00000684350.1
ENSG00000198947.18,ENST00000682769.1
ENSG00000198947.18,ENST00000683709.1
ENSG00000198947.18,ENST00000680768.2
ENSG00000198947.18,ENST00000378702.8
ENSG00000198947.18,ENST00000474231.5
ENSG00000198947.18,ENST00000683509.1
ENSG00000198947.18,ENST00000361471.8
ENSG00000198947.18,ENST00000378680.6
ENSG00000198947.18,ENST00000679706.1
ENSG00000198947.18,ENST00000681153.1
ENSG00000198947.18,ENST00000684103.1
ENSG00000198947.18,ENST00000684342.1
ENSG00000198947.18,ENST00000683995.1
ENSG00000198947.18,ENST00000683503.1
ENSG00000198947.18,ENST00000684247.1
ENSG00000198947.18,ENST00000683957.1
ENSG00000198947.18,ENST00000378705.3
ENSG00000198947.18,ENST00000681654.1
ENSG00000198947.18,ENST00000475732.3
ENSG00000198947.18,ENST00000681334.1
ENSG00000198947.18,ENST00000681646.1
ENSG00000198947.18,ENST00000681870.1
ENSG00000198947.18,ENST00000680216.1
ENSG00000198947.18,ENST00000634285.1
ENSG00000198947.18,ENST00000634315.1
ENSG00000198947.18,ENST00000683450.1
ENSG00000198947.18,ENST00000683851.1
ENSG00000198947.18,ENST00000683117.1
ENSG00000198947.18,ENST00000681839.1
ENSG00000198947.18,ENST00000471779.1
ENSG00000198947.18,ENST00000682135.1
ENSG00000198947.18,ENST00000488902.5
ENSG00000198947.18,ENST00000682183.1
ENSG00000198947.18,ENST00000493412.1
ENSG00000198947.18,ENST00000420596.5
ENSG00000198947.18,ENST00000448370.5
ENSG00000198947.18,ENST00000682899.1
ENSG00000198947.18,ENST00000683985.1
ENSG00000198947.18,ENST00000288447.9
ENSG00000198947.18,ENST00000684165.1
ENSG00000198947.18,ENST00000682071.1
ENSG00000198947.18,ENST00000682924.1
ENSG00000198947.18,ENST00000684292.1
ENSG00000198947.18,ENST00000480751.1
ENSG00000198947.18,ENST00000447523.1
ENSG00000198947.18,ENST00000684237.1
ENSG00000198947.18,ENST00000682870.1
ENSG00000198947.18,ENST00000684660.1
ENSG00000198947.18,ENST00000683309.1
ENSG00000198947.18,ENST00000684056.1
ENSG00000198947.18,ENST00000683658.1
ENSG00000198947.18,ENST00000682437.1
ENSG00000198947.18,ENST00000682584.1
ENSG00000198947.18,ENST00000684357.1
ENSG00000198947.18,ENST00000472681.1
ENSG00000198947.18,ENST00000682307.1
ENSG00000198947.18,ENST00000682439.1
ENSG00000198947.18,ENST00000472266.1
ENSG00000198947.18,ENST00000463609.2
ENSG00000252903.2,ENST00000517094.2
ENSG00000285900.1,ENST00000648644.1
ENSG00000222922.1,ENST00000410990.1
ENSG00000236285.1,ENST00000458237.1
ENSG00000289215.1,ENST00000693725.1
ENSG00000263600.1,ENST00000578518.1
ENSG00000221348.1,ENST00000408421.1
ENSG00000236828.1,ENST00000439592.1
ENSG00000226781.1,ENST00000436520.1
ENSG00000215310.2,ENST00000399993.2
ENSG00000287700.2,ENST00000653485.1
ENSG00000287700.2,ENST00000686294.1
ENSG00000287700.2,ENST00000693474.1
ENSG00000233928.7,ENST00000664553.1
ENSG00000233928.7,ENST00000668394.1
ENSG00000233928.7,ENST00000670405.1
ENSG00000233928.7,ENST00000659014.1
ENSG00000233928.7,ENST00000656777.1
ENSG00000233928.7,ENST00000654494.2
ENSG00000233928.7,ENST00000665499.1
ENSG00000233928.7,ENST00000439992.6
ENSG00000233928.7,ENST00000653446.1
ENSG00000233928.7,ENST00000662177.1
ENSG00000233928.7,ENST00000665540.1
ENSG00000233928.7,ENST00000656973.1
ENSG00000233928.7,ENST00000445233.1
ENSG00000233928.7,ENST00000670793.1
ENSG00000185448.12,ENST00000346193.5
ENSG00000185638.9,ENST00000482930.1
ENSG00000233571.1,ENST00000412652.1
ENSG00000236072.1,ENST00000454146.1
ENSG00000271136.1,ENST00000605319.1
ENSG00000147027.4,ENST00000275954.4
ENSG00000225384.1,ENST00000445763.1
ENSG00000273704.1,ENST00000618994.1
ENSG00000189132.6,ENST00000329357.6
ENSG00000229347.1,ENST00000427910.1
ENSG00000252411.1,ENST00000516602.1
ENSG00000230227.4,ENST00000479411.1
ENSG00000233663.1,ENST00000446972.1
ENSG00000271088.1,ENST00000605789.1
ENSG00000233880.1,ENST00000434731.1
ENSG00000189023.10,ENST00000399988.5
ENSG00000189023.10,ENST00000399992.5
ENSG00000189023.10,ENST00000399987.5
ENSG00000189023.10,ENST00000399989.5
ENSG00000189023.10,ENST00000399985.1
ENSG00000271519.1,ENST00000603371.1
ENSG00000165164.14,ENST00000297866.9
ENSG00000165164.14,ENST00000378653.8
ENSG00000165164.14,ENST00000493930.1
ENSG00000165164.14,ENST00000378660.5
ENSG00000165164.14,ENST00000313548.5
ENSG00000165164.14,ENST00000446478.1
ENSG00000165164.14,ENST00000630521.1
ENSG00000206733.1,ENST00000384006.1
ENSG00000229384.2,ENST00000447155.1
ENSG00000226484.2,ENST00000455438.2
ENSG00000233921.2,ENST00000419621.2
ENSG00000286475.1,ENST00000666628.1
ENSG00000249467.2,ENST00000508758.2
ENSG00000275314.1,ENST00000610750.1
ENSG00000231069.2,ENST00000696486.1
ENSG00000231069.2,ENST00000418104.1
ENSG00000235510.1,ENST00000421222.1
ENSG00000223723.1,ENST00000453595.1
ENSG00000289708.1,ENST00000696487.1
ENSG00000198173.5,ENST00000358047.5
ENSG00000243048.3,ENST00000412071.1
ENSG00000214071.4,ENST00000435382.1
ENSG00000233810.1,ENST00000446060.1
ENSG00000130962.18,ENST00000491253.1
ENSG00000130962.18,ENST00000466533.5
ENSG00000130962.18,ENST00000542554.5
ENSG00000130962.18,ENST00000543642.5
ENSG00000130962.18,ENST00000484460.5
ENSG00000130962.18,ENST00000378628.9
ENSG00000130962.18,ENST00000449135.6
ENSG00000130962.18,ENST00000463135.1
ENSG00000130962.18,ENST00000470290.1
ENSG00000250349.3,ENST00000465127.1
ENSG00000241607.1,ENST00000413104.1
ENSG00000219186.2,ENST00000402402.2
ENSG00000234355.3,ENST00000449509.1
ENSG00000174678.9,ENST00000402340.2
ENSG00000147036.12,ENST00000614025.4
ENSG00000147036.12,ENST00000378621.7
ENSG00000147036.12,ENST00000378619.4
ENSG00000047597.7,ENST00000378616.5
ENSG00000285944.2,ENST00000649891.2
ENSG00000165168.9,ENST00000696170.1
ENSG00000165168.9,ENST00000696171.1
ENSG00000165168.9,ENST00000378588.5
ENSG00000165168.9,ENST00000696172.1
ENSG00000165168.9,ENST00000696173.1
ENSG00000165168.9,ENST00000492288.1
ENSG00000165169.11,ENST00000378581.7
ENSG00000165169.11,ENST00000378578.9
ENSG00000165169.11,ENST00000432389.2
ENSG00000206983.1,ENST00000384256.1
ENSG00000259977.1,ENST00000567273.1
ENSG00000224339.1,ENST00000428051.1
ENSG00000187516.7,ENST00000341016.5
ENSG00000229674.2,ENST00000448797.2
ENSG00000147041.12,ENST00000297875.7
ENSG00000147041.12,ENST00000456733.2
ENSG00000221466.2,ENST00000408539.2
ENSG00000101955.15,ENST00000432886.6
ENSG00000101955.15,ENST00000544439.5
ENSG00000101955.15,ENST00000538295.5
ENSG00000101955.15,ENST00000378533.4
ENSG00000101955.15,ENST00000479015.1
ENSG00000101955.15,ENST00000461865.1
ENSG00000226679.1,ENST00000423919.1
ENSG00000156313.15,ENST00000642395.2
ENSG00000156313.15,ENST00000339363.7
ENSG00000156313.15,ENST00000476559.2
ENSG00000156313.15,ENST00000482855.5
ENSG00000156313.15,ENST00000642170.1
ENSG00000156313.15,ENST00000644238.1
ENSG00000156313.15,ENST00000642739.1
ENSG00000156313.15,ENST00000645124.1
ENSG00000156313.15,ENST00000644337.1
ENSG00000156313.15,ENST00000474584.5
ENSG00000156313.15,ENST00000646020.1
ENSG00000156313.15,ENST00000494707.6
ENSG00000156313.15,ENST00000645032.1
ENSG00000156313.15,ENST00000494841.1
ENSG00000156313.15,ENST00000464437.1
ENSG00000156313.15,ENST00000642558.1
ENSG00000156313.15,ENST00000647261.1
ENSG00000156313.15,ENST00000642373.1
ENSG00000156313.15,ENST00000470183.1
ENSG00000252050.1,ENST00000516241.1
ENSG00000036473.8,ENST00000643344.1
ENSG00000036473.8,ENST00000039007.5
ENSG00000036473.8,ENST00000488812.1
ENSG00000227988.1,ENST00000445734.1
ENSG00000232370.1,ENST00000317902.7
ENSG00000229735.1,ENST00000446400.1
ENSG00000233007.1,ENST00000428234.1
ENSG00000156298.13,ENST00000471410.5
ENSG00000156298.13,ENST00000378482.7
ENSG00000156298.13,ENST00000480976.5
ENSG00000156298.13,ENST00000475216.5
ENSG00000156298.13,ENST00000286824.6
ENSG00000156298.13,ENST00000488893.5
ENSG00000156298.13,ENST00000494037.1
ENSG00000156298.13,ENST00000419600.3
ENSG00000238606.1,ENST00000458919.1
ENSG00000235806.1,ENST00000432359.1
ENSG00000287729.1,ENST00000669592.1
ENSG00000165175.17,ENST00000457894.5
ENSG00000165175.17,ENST00000378474.3
ENSG00000165175.17,ENST00000336949.7
ENSG00000165175.17,ENST00000614558.3
ENSG00000238123.1,ENST00000436893.1
ENSG00000289127.1,ENST00000688782.1
ENSG00000289127.1,ENST00000687892.1
ENSG00000207122.1,ENST00000384394.1
ENSG00000224610.2,ENST00000693053.1
ENSG00000224610.2,ENST00000691920.1
ENSG00000224610.2,ENST00000689003.1
ENSG00000224610.2,ENST00000438026.1
ENSG00000224610.2,ENST00000689340.1
ENSG00000235304.2,ENST00000448597.1
ENSG00000235304.2,ENST00000429281.1
ENSG00000235304.2,ENST00000655040.1
ENSG00000236747.3,ENST00000431646.1
ENSG00000236747.3,ENST00000648247.1
ENSG00000236747.3,ENST00000670107.1
ENSG00000234191.1,ENST00000438867.1
ENSG00000289068.1,ENST00000685892.1
ENSG00000289068.1,ENST00000688474.1
ENSG00000263730.1,ENST00000580135.1
ENSG00000264618.2,ENST00000581157.2
ENSG00000228232.1,ENST00000452570.1
ENSG00000270759.1,ENST00000603131.1
ENSG00000261435.1,ENST00000562814.1
ENSG00000263972.1,ENST00000583319.1
ENSG00000214047.4,ENST00000442125.2
ENSG00000285709.1,ENST00000649640.1
ENSG00000289570.1,ENST00000690260.1
ENSG00000289122.1,ENST00000691429.1
ENSG00000289122.1,ENST00000689915.1
ENSG00000289122.1,ENST00000692271.1
ENSG00000289122.1,ENST00000686352.1
ENSG00000289122.1,ENST00000689886.1
ENSG00000289122.1,ENST00000690689.1
ENSG00000289122.1,ENST00000689712.1
ENSG00000223486.1,ENST00000447651.1
ENSG00000183337.18,ENST00000378463.5
ENSG00000183337.18,ENST00000413905.6
ENSG00000183337.18,ENST00000397354.7
ENSG00000183337.18,ENST00000378455.8
ENSG00000183337.18,ENST00000342274.8
ENSG00000183337.18,ENST00000679513.1
ENSG00000183337.18,ENST00000378444.9
ENSG00000183337.18,ENST00000680831.1
ENSG00000183337.18,ENST00000615339.2
ENSG00000183337.18,ENST00000672922.2
ENSG00000183337.18,ENST00000442018.6
ENSG00000183337.18,ENST00000673391.1
ENSG00000183337.18,ENST00000427012.3
ENSG00000183337.18,ENST00000672265.1
ENSG00000183337.18,ENST00000406200.4
ENSG00000183337.18,ENST00000490976.5
ENSG00000183337.18,ENST00000412952.1
ENSG00000288856.1,ENST00000685658.1
ENSG00000236393.2,ENST00000452690.1
ENSG00000236393.2,ENST00000447570.1
ENSG00000236393.2,ENST00000653973.1
ENSG00000214045.3,ENST00000418838.1
ENSG00000206677.2,ENST00000383950.2
ENSG00000235685.2,ENST00000441098.2
ENSG00000238730.1,ENST00000459221.1
ENSG00000182220.15,ENST00000436783.6
ENSG00000182220.15,ENST00000636409.1
ENSG00000182220.15,ENST00000487051.2
ENSG00000182220.15,ENST00000637327.1
ENSG00000182220.15,ENST00000637526.1
ENSG00000182220.15,ENST00000635774.1
ENSG00000182220.15,ENST00000636639.1
ENSG00000182220.15,ENST00000636787.1
ENSG00000182220.15,ENST00000638153.1
ENSG00000182220.15,ENST00000378438.9
ENSG00000182220.15,ENST00000636970.1
ENSG00000182220.15,ENST00000635734.1
ENSG00000182220.15,ENST00000636196.1
ENSG00000182220.15,ENST00000636251.1
ENSG00000182220.15,ENST00000637482.1
ENSG00000182220.15,ENST00000636574.1
ENSG00000182220.15,ENST00000636580.2
ENSG00000182220.15,ENST00000486558.6
ENSG00000182220.15,ENST00000423649.2
ENSG00000182220.15,ENST00000637954.1
ENSG00000182220.15,ENST00000636287.1
ENSG00000182220.15,ENST00000447485.6
ENSG00000182220.15,ENST00000637955.1
ENSG00000182220.15,ENST00000635829.1
ENSG00000182220.15,ENST00000637614.1
ENSG00000182220.15,ENST00000637930.1
ENSG00000182220.15,ENST00000479120.2
ENSG00000182220.15,ENST00000637140.1
ENSG00000182220.15,ENST00000637793.1
ENSG00000182220.15,ENST00000638046.1
ENSG00000182220.15,ENST00000637019.1
ENSG00000182220.15,ENST00000637165.1
ENSG00000182220.15,ENST00000636223.1
ENSG00000287098.1,ENST00000660692.1
ENSG00000238205.4,ENST00000423387.4
ENSG00000185753.13,ENST00000378426.5
ENSG00000185753.13,ENST00000327877.10
ENSG00000185753.13,ENST00000378421.1
ENSG00000180182.11,ENST00000324817.6
ENSG00000180182.11,ENST00000416199.5
ENSG00000180182.11,ENST00000433003.1
ENSG00000180182.11,ENST00000472736.1
ENSG00000180182.11,ENST00000496531.2
ENSG00000180182.11,ENST00000482034.5
ENSG00000180182.11,ENST00000492219.1
ENSG00000180182.11,ENST00000495865.1
ENSG00000180182.11,ENST00000463072.1
ENSG00000234636.2,ENST00000456333.2
ENSG00000270791.1,ENST00000603022.1
ENSG00000214031.2,ENST00000416158.1
ENSG00000237661.1,ENST00000424288.1
ENSG00000238222.3,ENST00000444706.2
ENSG00000232801.1,ENST00000419629.1
ENSG00000189145.7,ENST00000342691.5
ENSG00000216866.5,ENST00000397318.4
ENSG00000287549.1,ENST00000661498.1
ENSG00000237931.1,ENST00000422221.1
ENSG00000124486.14,ENST00000324545.9
ENSG00000124486.14,ENST00000378308.7
ENSG00000124486.14,ENST00000467173.1
ENSG00000124486.14,ENST00000465386.1
ENSG00000124486.14,ENST00000463829.1
ENSG00000124486.14,ENST00000462850.1
ENSG00000124486.14,ENST00000487625.1
ENSG00000124486.14,ENST00000485180.1
ENSG00000223714.1,ENST00000452501.1
ENSG00000199564.1,ENST00000362694.1
ENSG00000238426.1,ENST00000459189.1
ENSG00000226641.1,ENST00000395664.2
ENSG00000215301.11,ENST00000610559.5
ENSG00000215301.11,ENST00000629496.3
ENSG00000215301.11,ENST00000625837.2
ENSG00000215301.11,ENST00000626301.2
ENSG00000215301.11,ENST00000629785.2
ENSG00000215301.11,ENST00000630255.2
ENSG00000215301.11,ENST00000630370.2
ENSG00000215301.11,ENST00000630858.2
ENSG00000215301.11,ENST00000611546.2
ENSG00000215301.11,ENST00000478993.5
ENSG00000215301.11,ENST00000457138.7
ENSG00000215301.11,ENST00000643821.1
ENSG00000215301.11,ENST00000480592.6
ENSG00000215301.11,ENST00000647219.1
ENSG00000215301.11,ENST00000615742.4
ENSG00000215301.11,ENST00000631641.2
ENSG00000215301.11,ENST00000646822.1
ENSG00000215301.11,ENST00000441189.4
ENSG00000215301.11,ENST00000645589.1
ENSG00000215301.11,ENST00000644513.1
ENSG00000215301.11,ENST00000642597.1
ENSG00000215301.11,ENST00000642722.1
ENSG00000215301.11,ENST00000644109.1
ENSG00000215301.11,ENST00000644958.1
ENSG00000215301.11,ENST00000646122.1
ENSG00000215301.11,ENST00000645080.1
ENSG00000215301.11,ENST00000645561.1
ENSG00000215301.11,ENST00000644307.1
ENSG00000215301.11,ENST00000646940.1
ENSG00000215301.11,ENST00000642793.1
ENSG00000215301.11,ENST00000646196.1
ENSG00000215301.11,ENST00000645338.1
ENSG00000215301.11,ENST00000644074.1
ENSG00000215301.11,ENST00000644876.2
ENSG00000215301.11,ENST00000399959.7
ENSG00000215301.11,ENST00000643963.1
ENSG00000215301.11,ENST00000646223.1
ENSG00000215301.11,ENST00000646319.1
ENSG00000215301.11,ENST00000645783.1
ENSG00000215301.11,ENST00000642624.1
ENSG00000215301.11,ENST00000542215.5
ENSG00000215301.11,ENST00000644073.1
ENSG00000215301.11,ENST00000622373.1
ENSG00000215301.11,ENST00000615313.5
ENSG00000215301.11,ENST00000644677.1
ENSG00000215301.11,ENST00000642322.1
ENSG00000215301.11,ENST00000622198.5
ENSG00000215301.11,ENST00000645120.1
ENSG00000215301.11,ENST00000646107.1
ENSG00000215301.11,ENST00000646627.1
ENSG00000215301.11,ENST00000645253.1
ENSG00000215301.11,ENST00000642589.1
ENSG00000215301.11,ENST00000645380.1
ENSG00000215301.11,ENST00000646390.1
ENSG00000215301.11,ENST00000642424.1
ENSG00000215301.11,ENST00000642161.1
ENSG00000215301.11,ENST00000645574.1
ENSG00000215301.11,ENST00000646679.1
ENSG00000215301.11,ENST00000642763.1
ENSG00000215301.11,ENST00000644260.1
ENSG00000215301.11,ENST00000647286.1
ENSG00000215301.11,ENST00000642687.1
ENSG00000215301.11,ENST00000647373.1
ENSG00000215301.11,ENST00000642801.1
ENSG00000215301.11,ENST00000643820.1
ENSG00000215301.11,ENST00000646093.1
ENSG00000215301.11,ENST00000616050.3
ENSG00000215301.11,ENST00000647477.1
ENSG00000215301.11,ENST00000611968.2
ENSG00000264573.2,ENST00000582825.2
ENSG00000188937.7,ENST00000378220.3
ENSG00000188937.7,ENST00000342595.3
ENSG00000188937.7,ENST00000486842.1
ENSG00000225238.1,ENST00000451718.1
ENSG00000147044.23,ENST00000421587.8
ENSG00000147044.23,ENST00000644347.1
ENSG00000147044.23,ENST00000378168.8
ENSG00000147044.23,ENST00000675354.1
ENSG00000147044.23,ENST00000378163.7
ENSG00000147044.23,ENST00000644219.1
ENSG00000147044.23,ENST00000645566.1
ENSG00000147044.23,ENST00000645937.2
ENSG00000147044.23,ENST00000378179.9
ENSG00000147044.23,ENST00000642499.1
ENSG00000147044.23,ENST00000646087.2
ENSG00000147044.23,ENST00000645986.2
ENSG00000147044.23,ENST00000442742.7
ENSG00000147044.23,ENST00000378158.6
ENSG00000147044.23,ENST00000378154.3
ENSG00000147044.23,ENST00000646120.2
ENSG00000147044.23,ENST00000378166.9
ENSG00000147044.23,ENST00000642641.1
ENSG00000147044.23,ENST00000643733.1
ENSG00000147044.23,ENST00000472704.3
ENSG00000147044.23,ENST00000642584.1
ENSG00000147044.23,ENST00000643043.2
ENSG00000147044.23,ENST00000643853.1
ENSG00000147044.23,ENST00000643831.2
ENSG00000147044.23,ENST00000486402.1
ENSG00000147044.23,ENST00000647118.2
ENSG00000147044.23,ENST00000642361.2
ENSG00000147044.23,ENST00000644770.1
ENSG00000147044.23,ENST00000468986.7
ENSG00000147044.23,ENST00000477823.1
ENSG00000233033.1,ENST00000451126.1
ENSG00000212207.1,ENST00000390905.1
ENSG00000217624.2,ENST00000405276.2
ENSG00000242559.3,ENST00000475761.3
ENSG00000171659.16,ENST00000378142.9
ENSG00000171659.16,ENST00000378138.5
ENSG00000171659.16,ENST00000649219.1
ENSG00000171657.6,ENST00000302548.5
ENSG00000171657.6,ENST00000497180.1
ENSG00000229822.2,ENST00000451332.2
ENSG00000237875.1,ENST00000443795.1
ENSG00000251807.1,ENST00000515998.1
ENSG00000233103.1,ENST00000437466.1
ENSG00000228847.1,ENST00000442175.1
ENSG00000212560.1,ENST00000391258.1
ENSG00000228780.2,ENST00000411782.2
ENSG00000206896.1,ENST00000384169.1
ENSG00000231772.5,ENST00000411879.5
ENSG00000231772.5,ENST00000440002.1
ENSG00000283737.1,ENST00000640777.1
ENSG00000283737.1,ENST00000625088.1
ENSG00000287223.1,ENST00000671190.1
ENSG00000102055.7,ENST00000378131.4
ENSG00000270280.1,ENST00000605596.1
ENSG00000224294.1,ENST00000440955.1
ENSG00000237206.1,ENST00000445028.1
ENSG00000285899.1,ENST00000649774.1
ENSG00000231750.3,ENST00000453325.2
ENSG00000189221.11,ENST00000542639.6
ENSG00000189221.11,ENST00000497485.2
ENSG00000189221.11,ENST00000686980.1
ENSG00000189221.11,ENST00000688006.1
ENSG00000189221.11,ENST00000689087.1
ENSG00000189221.11,ENST00000338702.4
ENSG00000189221.11,ENST00000693128.1
ENSG00000189221.11,ENST00000686683.1
ENSG00000189221.11,ENST00000688859.1
ENSG00000189221.11,ENST00000490604.1
ENSG00000069535.14,ENST00000378069.5
ENSG00000069535.14,ENST00000487544.1
ENSG00000069535.14,ENST00000468431.1
ENSG00000124479.11,ENST00000642620.1
ENSG00000124479.11,ENST00000647044.1
ENSG00000124479.11,ENST00000470584.1
ENSG00000236276.2,ENST00000435093.1
ENSG00000236276.2,ENST00000671493.1
ENSG00000214019.2,ENST00000397254.2
ENSG00000183690.13,ENST00000420999.2
ENSG00000183690.13,ENST00000343571.3
ENSG00000198414.5,ENST00000443767.1
ENSG00000214018.3,ENST00000426279.1
ENSG00000200702.1,ENST00000363832.1
ENSG00000224054.1,ENST00000430261.1
ENSG00000215035.2,ENST00000399474.2
ENSG00000069509.6,ENST00000378045.5
ENSG00000069509.6,ENST00000483115.1
ENSG00000233543.1,ENST00000414660.1
ENSG00000229168.4,ENST00000415648.2
ENSG00000214016.3,ENST00000412542.1
ENSG00000242065.3,ENST00000487916.3
ENSG00000189037.8,ENST00000339042.6
ENSG00000147050.17,ENST00000676062.1
ENSG00000147050.17,ENST00000676343.1
ENSG00000147050.17,ENST00000675577.1
ENSG00000147050.17,ENST00000674739.1
ENSG00000147050.17,ENST00000674867.1
ENSG00000147050.17,ENST00000676085.1
ENSG00000147050.17,ENST00000674586.1
ENSG00000147050.17,ENST00000676133.1
ENSG00000147050.17,ENST00000675514.1
ENSG00000147050.17,ENST00000674659.1
ENSG00000147050.17,ENST00000382899.9
ENSG00000147050.17,ENST00000536777.6
ENSG00000147050.17,ENST00000674564.1
ENSG00000147050.17,ENST00000543216.6
ENSG00000147050.17,ENST00000377967.9
ENSG00000147050.17,ENST00000674541.1
ENSG00000147050.17,ENST00000611820.5
ENSG00000147050.17,ENST00000675440.1
ENSG00000147050.17,ENST00000675816.1
ENSG00000147050.17,ENST00000683425.1
ENSG00000147050.17,ENST00000621147.5
ENSG00000147050.17,ENST00000684352.1
ENSG00000147050.17,ENST00000682908.1
ENSG00000147050.17,ENST00000683021.1
ENSG00000147050.17,ENST00000475233.1
ENSG00000147050.17,ENST00000675157.1
ENSG00000147050.17,ENST00000676389.1
ENSG00000147050.17,ENST00000675182.1
ENSG00000147050.17,ENST00000675525.1
ENSG00000147050.17,ENST00000682127.1
ENSG00000147050.17,ENST00000414389.5
ENSG00000147050.17,ENST00000675546.1
ENSG00000147050.17,ENST00000676026.1
ENSG00000147050.17,ENST00000485072.5
ENSG00000147050.17,ENST00000484732.1
ENSG00000147050.17,ENST00000431196.3
ENSG00000147050.17,ENST00000479423.2
ENSG00000147113.17,ENST00000398000.7
ENSG00000147113.17,ENST00000477281.1
ENSG00000147113.17,ENST00000377934.4
ENSG00000147113.17,ENST00000492138.1
ENSG00000229491.5,ENST00000438181.5
ENSG00000229491.5,ENST00000450527.5
ENSG00000229491.5,ENST00000450246.1
ENSG00000237782.3,ENST00000422979.1
ENSG00000229563.7,ENST00000435394.5
ENSG00000229563.7,ENST00000657646.1
ENSG00000229563.7,ENST00000609127.1
ENSG00000229563.7,ENST00000422047.1
ENSG00000229563.7,ENST00000671478.1
ENSG00000229563.7,ENST00000657964.1
ENSG00000214282.3,ENST00000414254.1
ENSG00000204915.3,ENST00000377927.3
ENSG00000270069.2,ENST00000686749.1
ENSG00000270069.2,ENST00000687530.1
ENSG00000270069.2,ENST00000688264.1
ENSG00000270069.2,ENST00000686108.1
ENSG00000270069.2,ENST00000602461.1
ENSG00000270069.2,ENST00000602507.1
ENSG00000207870.1,ENST00000385135.1
ENSG00000207725.3,ENST00000384992.3
ENSG00000269902.1,ENST00000602277.1
ENSG00000231566.3,ENST00000456532.2
ENSG00000231566.3,ENST00000667331.1
ENSG00000231566.3,ENST00000666464.2
ENSG00000212347.2,ENST00000391045.2
ENSG00000215286.3,ENST00000447169.1
ENSG00000234613.1,ENST00000420585.1
ENSG00000224701.1,ENST00000433137.1
ENSG00000213100.2,ENST00000392293.2
ENSG00000214009.2,ENST00000397222.2
ENSG00000278838.1,ENST00000612254.1
ENSG00000236751.3,ENST00000668280.1
ENSG00000236751.3,ENST00000658351.1
ENSG00000236751.3,ENST00000670979.1
ENSG00000236751.3,ENST00000660228.1
ENSG00000236751.3,ENST00000446884.2
ENSG00000236751.3,ENST00000686272.1
ENSG00000229145.1,ENST00000417985.1
ENSG00000286306.1,ENST00000657405.1
ENSG00000231235.1,ENST00000373465.2
ENSG00000235587.2,ENST00000425487.2
ENSG00000147121.16,ENST00000298190.10
ENSG00000147121.16,ENST00000377919.6
ENSG00000147121.16,ENST00000464900.5
ENSG00000147121.16,ENST00000476762.5
ENSG00000147121.16,ENST00000344302.9
ENSG00000147121.16,ENST00000478600.5
ENSG00000147121.16,ENST00000487081.1
ENSG00000224072.1,ENST00000424779.1
ENSG00000251192.8,ENST00000683375.1
ENSG00000251192.8,ENST00000523374.5
ENSG00000251192.8,ENST00000414387.6
ENSG00000251192.8,ENST00000518795.1
ENSG00000251192.8,ENST00000521626.5
ENSG00000251192.8,ENST00000522017.5
ENSG00000251192.8,ENST00000518708.1
ENSG00000251192.8,ENST00000453909.3
ENSG00000199226.1,ENST00000362356.1
ENSG00000230844.3,ENST00000657382.1
ENSG00000230844.3,ENST00000421685.2
ENSG00000230844.3,ENST00000609887.1
ENSG00000277721.1,ENST00000616060.1
ENSG00000270499.1,ENST00000604297.1
ENSG00000147119.4,ENST00000276055.4
ENSG00000065923.10,ENST00000616978.5
ENSG00000065923.10,ENST00000328306.4
ENSG00000065923.10,ENST00000464933.5
ENSG00000065923.10,ENST00000491894.4
ENSG00000065923.10,ENST00000489574.2
ENSG00000213997.3,ENST00000413837.1
ENSG00000226048.1,ENST00000421881.1
ENSG00000215284.2,ENST00000399931.2
ENSG00000102218.6,ENST00000218340.4
ENSG00000204904.7,ENST00000377879.7
ENSG00000204904.7,ENST00000618037.1
ENSG00000102221.14,ENST00000424392.5
ENSG00000102221.14,ENST00000611250.4
ENSG00000102221.14,ENST00000614628.5
ENSG00000102221.14,ENST00000455411.1
ENSG00000130988.13,ENST00000457380.5
ENSG00000130988.13,ENST00000352078.8
